"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"191232","occ","7739","","19222","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","Barstovian","20.43","13.6","6294"
"191233","occ","7740","","19223","Acritohippus stylodontus","species","43726","","Acritohippus stylodontus","species","48214","Hemingfordian","Barstovian","20.43","13.6","6294"
"191234","occ","","","19224","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","2817"
"191236","occ","7742","","19225","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","Barstovian","20.43","13.6","6294"
"191237","occ","","","19226","cf. Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","Barstovian","20.43","13.6","2817"
"191238","occ","","","19227","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","2817"
"191239","occ","","","19228","cf. Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","Barstovian","20.43","13.6","2817"
"191242","occ","7745","","19230","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191243","occ","7746","","19231","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191244","occ","7747","","19232","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191246","occ","","","19234","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Miocene","","23.03","5.333","3758"
"191247","occ","","","19235","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Hemingfordian","Barstovian","20.43","13.6","3758"
"191248","occ","","","19235","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191254","occ","7748","","19236","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191256","occ","","","19237","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191259","occ","","","19240","Archaeohippus cf. mourningi","species","44218","","Archaeohippus mourningi","species","49843","Hemingfordian","Barstovian","20.43","13.6","3758"
"191262","occ","7749","","19241","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","Barstovian","20.43","13.6","6294"
"191263","occ","7750","","19242","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191266","occ","","","19245","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191268","occ","7751","","19247","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191269","occ","","","19248","Parapliohippus sp.","genus","43017","","Parapliohippus","genus","43017","Hemingfordian","Barstovian","20.43","13.6","3758"
"191270","occ","7752","","19249","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","Barstovian","20.43","13.6","6294"
"191271","occ","7753","","19250","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191272","occ","7754","","19251","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191273","occ","","","19252","Archaeohippus ? sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","Barstovian","20.43","13.6","3758"
"191274","occ","7755","","19252","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191276","occ","7756","","19253","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191281","occ","7758","","19254","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191284","occ","7759","","19255","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191286","occ","7760","","19256","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191289","occ","7761","","19259","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191290","occ","","","19260","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","3758"
"191294","occ","","","19263","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191295","occ","","","19263","Archaeohippus cf. mourningi","species","44218","","Archaeohippus mourningi","species","49843","Hemingfordian","Barstovian","20.43","13.6","3758"
"191298","occ","","","19265","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191300","occ","","","19266","Archaeohippus ? sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","Barstovian","20.43","13.6","3758"
"191301","occ","","","19266","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Hemingfordian","Barstovian","20.43","13.6","3758"
"191303","occ","7762","","19267","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191304","occ","7763","","19268","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"191305","occ","","","19269","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","3233"
"191306","occ","7764","","19270","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191323","occ","","","19272","Equini indet.","tribe","65580","","Equini","tribe","65580","Hemphillian","","10.3","4.9","6333"
"191335","occ","","","19276","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"191340","occ","","","19277","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"191344","occ","","","19278","Pliohippus tehonensis ?","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"191392","occ","","","19286","Equidae indet.","family","42984","","Equidae","family","42984","Barstovian","Early Clarendonian","15.97","10.3","3653"
"191411","occ","","","19287","Hypohippus cf. affinis","species","47220","","Hypohippus affinis","species","44043","Barstovian","","15.97","13.6","3380"
"191412","occ","","","19287","Protohippus sp.","genus","43020","","Protohippus","genus","43020","Barstovian","","15.97","13.6","3380"
"191413","occ","","","19287","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Barstovian","","15.97","13.6","3380"
"191414","occ","","F","19287","""Merychippus"" sp.","genus","43009","","Merychippus","genus","43009","Barstovian","","15.97","13.6","3378"
"191415","occ","7809","","19287","""Merychippus"" coloradense","species","48175","","Merychippus coloradense","species","46979","Barstovian","","15.97","13.6","6244"
"191425","occ","7814","","19292","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191426","occ","","","19292","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Barstovian","","15.97","13.6","2012"
"191430","occ","","","19293","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Miocene","","23.03","5.333","1397"
"191431","occ","","","19294","Archaeohippus ultimus","species","44223","","Archaeohippus ultimus","species","44068","Miocene","","23.03","5.333","2877"
"191432","occ","7817","","19294","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","2877"
"191433","occ","7818","","19294","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191434","occ","7819","","19294","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","2877"
"191438","occ","","","19295","Merychippus stevensi","species","48213","","Merychippus stevensi","species","48213","Miocene","","23.03","5.333","1380"
"191439","occ","7822","","19295","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","6294"
"191440","occ","7823","","19296","Parahippus sp.","genus","43016","","Parahippus","genus","43016","Miocene","","23.03","5.333","6294"
"191441","occ","","","19297","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","3233"
"191442","occ","","","19298","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","3233"
"191443","occ","","","19299","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","3233"
"191446","occ","7825","","19302","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Tortonian","","11.62","7.246","6198"
"191448","occ","7826","","19303","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191483","occ","","","19310","Pliohippus cf. tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Miocene","","23.03","5.333","2877"
"191484","occ","7840","","19310","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Miocene","","23.03","5.333","6294"
"191499","occ","","","19313","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Barstovian","","15.97","13.6","2881"
"191500","occ","7844","","19313","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Barstovian","","15.97","13.6","6294"
"191501","occ","7845","","19313","Acritohippus cf. stylodontus","species","43726","","Acritohippus stylodontus","species","48214","Barstovian","","15.97","13.6","6294"
"191508","occ","","","19316","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Clarendonian","","13.6","10.3","3758"
"191509","occ","","","19316","Equini indet.","tribe","65580","","Equini","tribe","65580","Clarendonian","","13.6","10.3","3758"
"191512","occ","","","19317","Pliohippus cf. tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3758"
"191514","occ","","","19318","Equini indet.","tribe","65580","","Equini","tribe","65580","Clarendonian","","13.6","10.3","3758"
"191519","occ","7849","","19319","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"191534","occ","","","19322","Pliohippus tantalus","species","50563","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3627"
"191539","occ","7857","","19322","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"191543","occ","7860","","19322","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Clarendonian","","13.6","10.3","6294"
"191545","occ","","","19322","Hipparion forcei","species","46984","","Hipparion forcei","species","46984","Clarendonian","","13.6","10.3","3627"
"191548","occ","","","19322","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3627"
"191557","occ","7863","","19323","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"191560","occ","","","19323","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Clarendonian","","13.6","10.3","3627"
"191561","occ","","","19323","Hipparion forcei","species","46984","","Hipparion forcei","species","46984","Clarendonian","","13.6","10.3","3627"
"191573","occ","","","19324","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Clarendonian","","13.6","10.3","3627"
"191581","occ","7868","","19325","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191582","occ","7869","","19326","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Miocene","","23.03","5.333","2065"
"191585","occ","7870","","19327","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191587","occ","7872","","19329","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191589","occ","7873","","19330","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191590","occ","7874","","19331","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191592","occ","7876","","19332","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191597","occ","7881","","19334","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Miocene","","23.03","5.333","2065"
"191598","occ","","","19335","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Miocene","","23.03","5.333","2012"
"191609","occ","","","19342","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","1257"
"191619","occ","7888","","19344","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191620","occ","","","19345","Megahippus n. sp. mckennai","species","48000","","Megahippus mckennai","species","48000","Barstovian","","15.97","13.6","3379"
"191630","occ","","","19348","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemphillian","","10.3","4.9","2281"
"191645","occ","","","19353","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"191670","occ","7902","","19360","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191684","occ","","","19361","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"191707","occ","7915","","19367","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","","20.43","15.97","6294"
"191710","occ","7917","","19368","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191731","occ","7923","","19369","Parapliohippus cf. carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Barstovian","","15.97","13.6","6294"
"191732","occ","","","19369","Archaeohippus cf. mourningi","species","44218","","Archaeohippus mourningi","species","49843","Barstovian","","15.97","13.6","2880"
"191733","occ","","","19369","Equidae indet.","family","42984","","Equidae","family","42984","Barstovian","","15.97","13.6","2880"
"191735","occ","7924","","19370","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Miocene","","23.03","5.333","6294"
"191737","occ","7926","","19371","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"191738","occ","7927","","19372","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191739","occ","7928","","19373","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191745","occ","","","19374","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Late Hemphillian","","10.3","4.9","2069"
"191752","occ","7930","","19376","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Miocene","","23.03","5.333","6294"
"191755","occ","","","19377","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Miocene","","23.03","5.333","3233"
"191756","occ","10246","","19378","Neohipparion trampasense","species","49061","","Neohipparion trampasense","species","47015","Clarendonian","","13.6","10.3","6294"
"191757","occ","7933","","19378","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","3233"
"191759","occ","7935","","19379","Neohipparion trampasense","species","49061","","Neohipparion trampasense","species","47015","Miocene","","23.03","5.333","6294"
"191764","occ","","","19382","Nannippus sp.","genus","43012","","Nannippus","genus","104804","Miocene","","23.03","5.333","3233"
"191775","occ","","","19383","Megahippus matthewi","species","47999","","Megahippus matthewi","species","47225","Clarendonian","","13.6","10.3","3627"
"191776","occ","","","19383","Pliohippus tantalus","species","50563","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3627"
"191782","occ","","","19384","Pliohippus tantalus","species","50563","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3627"
"191790","occ","7942","","19384","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"191796","occ","","","19384","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Clarendonian","","13.6","10.3","3627"
"191814","occ","","","19389","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","3233"
"191823","occ","10244","","19391","Neohipparion trampasense","species","49061","","Neohipparion trampasense","species","47015","Clarendonian","","13.6","10.3","6294"
"191824","occ","","","19391","Hipparion forcei","species","46984","","Hipparion forcei","species","46984","Clarendonian","","13.6","10.3","3850"
"191837","occ","7957","","19392","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"191838","occ","","","19392","Merychippus brevidontus","species","48167","","Merychippus brevidontus","species","48167","Barstovian","","15.97","13.6","2012"
"191839","occ","","","19392","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Barstovian","","15.97","13.6","2012"
"191853","occ","7969","","19393","Equini indet.","tribe","65580","","Equini","tribe","65580","Clarendonian","","13.6","10.3","6294"
"191854","occ","","","19393","Neohipparion sp.","genus","43013","","Neohipparion","genus","43013","Clarendonian","","13.6","10.3","6198"
"191856","occ","","","19394","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191858","occ","","","19395","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191862","occ","","","19396","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191864","occ","","","19397","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191866","occ","","","19398","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191867","occ","","","19399","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191868","occ","","","19400","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191869","occ","","","19401","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191872","occ","","","19402","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191875","occ","","","19403","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191876","occ","","","19404","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191879","occ","","","19406","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191880","occ","","","19407","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191881","occ","","","19408","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Hemphillian","","10.3","4.9","2598"
"191882","occ","7977","","19409","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191888","occ","7978","","19410","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191918","occ","","","19419","Dinohippus leardi","species","45783","","Dinohippus leardi","species","50540","Hemphillian","","10.3","4.9","2893"
"191923","occ","","","19420","Neohipparion n. sp. gidleyi","species","49038","","Neohipparion gidleyi","species","49038","Miocene","","23.03","5.333","2564"
"191942","occ","7996","","19428","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"191943","occ","7997","","19428","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191962","occ","8008","","19431","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"191972","occ","","","19434","Parahippus cf. tyleri","species","49851","recombined as","Desmatippus tyleri","species","49851","Hemingfordian","","20.43","15.97","1588"
"191973","occ","","","19434","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","","20.43","15.97","1588"
"191980","occ","","","19435","Neohipparion sp.","genus","43013","","Neohipparion","genus","43013","Miocene","","23.03","5.333","3378"
"191981","occ","","","19435","Pliohippus cf. pernix","species","50550","","Pliohippus pernix","species","50550","Miocene","","23.03","5.333","3378"
"191982","occ","","","19435","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Miocene","","23.03","5.333","3378"
"191987","occ","","","19437","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","2489"
"191989","occ","8014","","19439","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191990","occ","8015","","19439","Hipparion cf. forcei","species","46984","","Hipparion forcei","species","46984","Miocene","","23.03","5.333","6294"
"191991","occ","8016","","19440","Hipparion cf. forcei","species","46984","","Hipparion forcei","species","46984","Miocene","","23.03","5.333","6294"
"191994","occ","8018","","19441","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"191995","occ","8019","","19442","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"191997","occ","","","19443","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","2489"
"191998","occ","8020","","19444","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"192016","occ","","","19445","Dinohippus leidyanus","species","45784","","Dinohippus leidyanus","species","50541","Late Hemphillian","","10.3","4.9","970"
"192027","occ","","","19447","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Hemphillian","","10.3","4.9","3233"
"192028","occ","8034","","19447","Dinohippus cf. spectans","species","45789","recombined as","Pliohippus spectans","species","47024","Hemphillian","","10.3","4.9","6294"
"192038","occ","","","19449","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Barstovian","","15.97","13.6","3378"
"192039","occ","8038","","19449","Acritohippus isonesus","species","43724","","Acritohippus isonesus","species","47040","Barstovian","","15.97","13.6","6294"
"192040","occ","","","19449","Protohippus sp.","genus","43020","","Protohippus","genus","43020","Barstovian","","15.97","13.6","3378"
"192045","occ","8039","","19450","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"192046","occ","","","19451","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","3233"
"192056","occ","","","19453","Pliohippus ? sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192061","occ","8048","","19454","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"192066","occ","","","19456","Heteropliohippus n. sp. hulberti","species","46954","","Heteropliohippus hulberti","species","46954","Miocene","","23.03","5.333","2065"
"192077","occ","","","19459","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","3233"
"192086","occ","","","19460","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Barstovian","","15.97","13.6","1105"
"192087","occ","","","19460","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Barstovian","","15.97","13.6","1105"
"192088","occ","8059","","19460","Desmatippus avus","species","45581","","Desmatippus avus","species","51008","Barstovian","","15.97","13.6","6294"
"192089","occ","","","19460","Merychippus n. sp. brevidontus","species","48167","","Merychippus brevidontus","species","48167","Barstovian","","15.97","13.6","1105"
"192090","occ","","","19460","Merychippus n. sp. californicus","species","48169","","Merychippus californicus","species","48169","Barstovian","","15.97","13.6","1105"
"192104","occ","","","19465","Megahippus mckennai","species","48000","","Megahippus mckennai","species","48000","Barstovian","","15.97","13.6","3379"
"192107","occ","","","19466","Hipparion forcei","species","46984","","Hipparion forcei","species","46984","Miocene","","23.03","5.333","6198"
"192108","occ","8064","","19466","Dinohippus leardi","species","45783","","Dinohippus leardi","species","50540","Miocene","","23.03","5.333","6294"
"192115","occ","","","19467","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192116","occ","","","19467","Hipparion tehonense ?","species","47014","","Hipparion tehonense","species","48969","Clarendonian","","13.6","10.3","2012"
"192120","occ","8071","","19468","Dinohippus interpolatus","species","45782","","Dinohippus interpolatus","species","47021","Miocene","","23.03","5.333","6294"
"192125","occ","8074","","19470","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Miocene","","23.03","5.333","6294"
"192144","occ","","","19477","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Miocene","","23.03","5.333","2877"
"192147","occ","8081","","19478","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Hemingfordian","Barstovian","20.43","13.6","6294"
"192148","occ","","","19478","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Hemingfordian","Barstovian","20.43","13.6","2817"
"192162","occ","8085","","19479","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Hemphillian","","10.3","4.9","6294"
"192163","occ","","","19479","Neohipparion eurystyle","species","49036","","Neohipparion eurystyle","species","46267","Hemphillian","","10.3","4.9","6198"
"192166","occ","8086","","19480","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Hemphillian","","10.3","4.9","6294"
"192168","occ","8087","","19481","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"192174","occ","8088","","19485","Equidae indet.","family","42984","","Equidae","family","42984","Aquitanian","","23.03","20.44","6294"
"192178","occ","","","19486","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192182","occ","","","19487","Pliohippus tehonensis ?","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192183","occ","","","19488","Pliohippus tehonensis ?","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192191","occ","","","19489","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192198","occ","","","19492","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192201","occ","","","19493","Equidae indet.","family","42984","","Equidae","family","42984","Clarendonian","","13.6","10.3","2012"
"192204","occ","","","19494","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192210","occ","","","19495","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
