"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"179808","occ","","","17111","Miohippus cf. grandis","species","48722","","Miohippus grandis","species","48380","Orellan","","33.9","33.3","3318"
"179839","occ","3912","","17115","Mesohippus ? bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","6294"
"179848","occ","","","17116","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","3041"
"179850","occ","3916","","17117","Miohippus obliquidens","species","48727","","Miohippus obliquidens","species","48388","Orellan","","33.9","33.3","6294"
"179895","occ","3927","","17133","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","6294"
"179918","occ","3933","","17136","Equidae indet.","family","42984","","Equidae","family","42984","Orellan","","33.9","33.3","6294"
"179934","occ","","","17138","Mesohippus sp.","genus","43010","","Mesohippus","genus","43010","Orellan","","33.9","33.3","3359"
"179943","occ","","","17141","Mesohippus exoletus","species","48376","","Mesohippus exoletus","species","44059","Orellan","","33.9","33.3","6273"
"179950","occ","3940","","17141","Equidae indet.","family","42984","","Equidae","family","42984","Orellan","","33.9","33.3","2221"
"179952","occ","","","17142","Miohippus n. sp. obliquidens","species","48727","","Miohippus obliquidens","species","48388","Orellan","","33.9","33.3","2699"
"179981","occ","","","17153","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","2711"
"180004","occ","3963","","17154","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","6294"
"180030","occ","","","17162","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1498"
"180046","occ","","","17164","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1757"
"180059","occ","","","17165","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1757"
"180088","occ","","","17173","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1328"
"180112","occ","","","17174","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1328"
"180140","occ","","","17180","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","1498"
"180154","occ","","","17186","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","2230"
"180174","occ","","","17187","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","2230"
"180195","occ","","","17188","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","2230"
"180217","occ","","","17189","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","2230"
"180238","occ","","","17190","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","2230"
"180567","occ","4074","","17296","Mesohippus bairdi","species","48366","","Mesohippus bairdi","species","49712","Orellan","","33.9","33.3","6294"
"180591","occ","4083","","17301","Equidae indet.","family","42984","","Equidae","family","42984","Orellan","","33.9","33.3","6294"
"180601","occ","","","17306","Miohippus assiniboiensis","species","48707","","Miohippus assiniboiensis","species","48364","Whitneyan","Monroecreekian","33.3","24.8","3319"
"180602","occ","","","17306","Miohippus cf. intermedius","species","48723","","Miohippus intermedius","species","48382","Whitneyan","Monroecreekian","33.3","24.8","3318"
"180603","occ","","","17306","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","Monroecreekian","33.3","24.8","3319"
"180623","occ","","","17313","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","1547"
"180657","occ","","","17317","Miohippus obliquidens","species","48727","","Miohippus obliquidens","species","48388","Whitneyan","","33.3","30.8","3386"
"180685","occ","","","17318","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Orellan","","33.9","33.3","3102"
"180690","occ","","","17320","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","1362"
"180720","occ","","","17330","Miohippus obliquidens","species","48727","","Miohippus obliquidens","species","48388","Whitneyan","Monroecreekian","33.3","24.8","1924"
"180756","occ","","","17336","Miohippus ? sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","3163"
"180810","occ","","","17338","Miohippus ? sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","3163"
"180837","occ","4135","","17341","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","4229"
"180845","occ","","","17342","Equidae indet.","family","42984","","Equidae","family","42984","Whitneyan","","33.3","30.8","3171"
"180854","occ","4142","","17343","Miohippus obliquidens","species","48727","","Miohippus obliquidens","species","48388","Whitneyan","","33.3","30.8","6294"
"180861","occ","","","17344","Mesohippus n. sp. intermedius","species","48382","recombined as","Miohippus intermedius","species","48382","Whitneyan","","33.3","30.8","2711"
"180862","occ","","","17344","Miohippus n. sp. gidleyi","species","48721","","Miohippus gidleyi","species","48377","Whitneyan","","33.3","30.8","2699"
"180863","occ","","","17344","Miohippus n. sp. crassicuspis","species","48715","subjective synonym of","Miohippus annectens","species","48705","Whitneyan","","33.3","30.8","2711"
"180891","occ","","","17349","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","31438"
"180937","occ","","","17358","Equidae indet.","family","42984","","Equidae","family","42984","Whitneyan","","33.3","30.8","3707"
"180986","occ","","","17372","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Whitneyan","","33.3","30.8","3318"
"181020","occ","","","17380","Equidae indet.","family","42984","","Equidae","family","42984","Whitneyan","","33.3","30.8","3707"
"181052","occ","","","17384","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","2230"
"181147","occ","","","17426","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Whitneyan","","33.3","30.8","1570"
"181190","occ","4266","","17447","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Arikareean","","30.8","20.43","6294"
"181202","occ","4276","","17451","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Harrisonian","","24.8","20.43","6294"
"181203","occ","","","17451","Miohippus cf. gemmarosae","species","48720","","Miohippus gemmarosae","species","48720","Harrisonian","","24.8","20.43","2356"
"181204","occ","","","17451","Parahippus n. sp. pristinus","species","49848","","Parahippus pristinus","species","49848","Harrisonian","","24.8","20.43","2356"
"181232","occ","4295","","17460","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Arikareean","","30.8","20.43","6294"
"181235","occ","4296","","17461","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Arikareean","","30.8","20.43","6294"
"181238","occ","","","17462","Parahippus pristinus","species","49848","","Parahippus pristinus","species","49848","Arikareean","","30.8","20.43","2356"
"181314","occ","","","17476","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","4229"
"181330","occ","","","17481","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","2215"
"181346","occ","","","17487","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Geringian","Monroecreekian","30.8","24.8","2610"
"181379","occ","","","17494","Miohippus cf. intermedius","species","48723","","Miohippus intermedius","species","48382","Geringian","","30.8","26.3","3345"
"181401","occ","","","17495","Miohippus cf. intermedius","species","48723","","Miohippus intermedius","species","48382","Geringian","","30.8","26.3","3345"
"181432","occ","","","17504","Equidae indet.","family","42984","","Equidae","family","42984","Arikareean","","30.8","20.43","1362"
"181457","occ","","","17508","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","31438"
"181482","occ","","","17509","Miohippus annectens ?","species","48705","","Miohippus annectens","species","48705","Arikareean","","30.8","20.43","1382"
"181483","occ","","","17509","Miohippus anceps ?","species","48704","","Miohippus anceps","species","44046","Arikareean","","30.8","20.43","1382"
"181484","occ","","","17509","Miohippus equiceps ?","species","48717","","Miohippus equiceps","species","44057","Arikareean","","30.8","20.43","1382"
"181493","occ","4393","","17511","Kalobatippus avus","species","47429","","Kalobatippus avus","species","47222","Arikareean","","30.8","20.43","6294"
"181533","occ","4413","","17520","Miohippus cf. obliquidens","species","48727","","Miohippus obliquidens","species","48388","Arikareean","","30.8","20.43","6294"
"181560","occ","","","17526","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Monroecreekian","","26.3","24.8","3313"
"181582","occ","4429","","17527","Miohippus annectens","species","48705","","Miohippus annectens","species","48705","Arikareean","","30.8","20.43","2205"
"181601","occ","","","17528","Kalobatippus sp.","genus","43005","","Kalobatippus","genus","43005","Arikareean","","30.8","20.43","31438"
"181602","occ","","","17528","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","31438"
"181668","occ","","","17537","Miohippus intermedius","species","48723","","Miohippus intermedius","species","48382","Arikareean","","30.8","20.43","1547"
"181669","occ","","","17537","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","1547"
"181695","occ","","","17538","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","3385"
"181772","occ","","","17543","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","2831"
"181788","occ","","","17545","Miohippus cf. gemmarosae","species","48720","","Miohippus gemmarosae","species","48720","Monroecreekian","","26.3","24.8","2356"
"181867","occ","4553","","17564","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Monroecreekian","","26.3","24.8","2356"
"181902","occ","","","17568","Miohippus cf. intermedius","species","48723","","Miohippus intermedius","species","48382","Arikareean","","30.8","20.43","3345"
"181943","occ","","","17586","Miohippus cf. gemmarosae","species","48720","","Miohippus gemmarosae","species","48720","Arikareean","","30.8","20.43","2651"
"182006","occ","","","17603","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","31438"
"182073","occ","","","17623","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182083","occ","4662","","17626","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Geringian","","30.8","26.3","6294"
"182084","occ","","","17626","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182090","occ","","","17627","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182118","occ","4678","","17630","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Geringian","","30.8","26.3","6294"
"182149","occ","","","17634","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182173","occ","","","17635","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182200","occ","4722","","17636","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Geringian","","30.8","26.3","6294"
"182201","occ","","","17636","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182233","occ","","","17638","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182262","occ","","","17641","Miohippus equiceps","species","48717","","Miohippus equiceps","species","44057","Geringian","","30.8","26.3","2356"
"182371","occ","","","17667","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Arikareean","","30.8","20.43","3041"
"182372","occ","","","17667","Parahippus pristinus ?","species","49848","","Parahippus pristinus","species","49848","Arikareean","","30.8","20.43","3041"
"182453","occ","4856","","17700","Miohippus cf. gemmarosae","species","48720","","Miohippus gemmarosae","species","48720","Arikareean","","30.8","20.43","6260"
"182531","occ","","","17723","Archaeohippus equinanus","species","44215","recombined as","Miohippus equinanus","species","48718","Monroecreekian","","26.3","24.8","3174"
"182556","occ","4901","","17726","Anchippus texanus","species","44036","recombined as","Desmatippus texanus","species","44036","Geringian","Monroecreekian","30.8","24.8","936"
"182590","occ","","","17740","Parahippus n. sp. tyleri","species","49851","recombined as","Desmatippus tyleri","species","49851","Harrisonian","","24.8","20.43","2259"
"182594","occ","4914","","17741","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","6294"
"182595","occ","4915","","17741","Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","6294"
"182621","occ","","","17744","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","1966"
"182633","occ","4930","","17747","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Harrisonian","","24.8","20.43","6294"
"182641","occ","4934","","17748","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Harrisonian","","24.8","20.43","6294"
"182642","occ","4935","","17748","Anchippus texanus","species","44036","recombined as","Desmatippus texanus","species","44036","Harrisonian","","24.8","20.43","6294"
"182648","occ","4940","","17749","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Harrisonian","","24.8","20.43","6294"
"182649","occ","4941","","17749","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","6294"
"182670","occ","","","17758","Miohippus cf. gemmarosae","species","48720","","Miohippus gemmarosae","species","48720","Harrisonian","","24.8","20.43","3318"
"182671","occ","","","17758","""Parahippus"" cf. nebrascensis","species","49844","recombined as","Desmatippus nebrascensis","species","49844","Harrisonian","","24.8","20.43","3318"
"182682","occ","4956","","17762","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Harrisonian","","24.8","20.43","2314"
"182702","occ","","","17764","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Harrisonian","","24.8","20.43","1544"
"182773","occ","4993","","17784","Anchippus texanus","species","44036","recombined as","Desmatippus texanus","species","44036","Harrisonian","","24.8","20.43","6294"
"182798","occ","4999","","17789","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","6294"
"182843","occ","","","17794","Kalobatippus avus","species","47429","","Kalobatippus avus","species","47222","Harrisonian","","24.8","20.43","4197"
"182848","occ","","","17796","Equidae indet.","family","42984","","Equidae","family","42984","Arikareean","","30.8","20.43","6228"
"182897","occ","5016","","17803","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","3229"
"182899","occ","","","17805","cf. Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","1276"
"182900","occ","5017","","17805","Parahippus atavus","species","49829","","Parahippus atavus","species","49829","Harrisonian","","24.8","20.43","1278"
"182919","occ","","","17809","Parahippus n. sp. nebrascensis","species","49844","recombined as","Desmatippus nebrascensis","species","49844","Harrisonian","","24.8","20.43","2751"
"182979","occ","","","17817","Parahippus n. sp. wyomingensis","species","49854","","Parahippus wyomingensis","species","49854","Harrisonian","","24.8","20.43","3041"
"182986","occ","","","17818","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","1966"
"183006","occ","5047","","17819","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Harrisonian","","24.8","20.43","6294"
"183007","occ","5048","","17819","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","6294"
"183020","occ","5052","","17821","Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","6294"
"183025","occ","5054","","17823","Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","6294"
"183040","occ","5062","","17831","Equidae indet.","family","42984","","Equidae","family","42984","Harrisonian","","24.8","20.43","6294"
"183078","occ","","","17837","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Harrisonian","","24.8","20.43","1543"
"183113","occ","","","17845","Kalobatippus sp.","genus","43005","","Kalobatippus","genus","43005","Harrisonian","","24.8","20.43","4197"
"183146","occ","","","17852","Parahippus n. sp. maxsoni","species","49840","","Parahippus maxsoni","species","49840","Arikareean","","30.8","20.43","2010"
"183152","occ","5096","","17853","Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","6294"
"183180","occ","5110","","17859","Anchippus texanus","species","44036","recombined as","Desmatippus texanus","species","44036","Arikareean","","30.8","20.43","4229"
"183216","occ","","","17868","Archaeohippus stenolophus","species","44222","","Archaeohippus stenolophus","species","48396","Hemingfordian","","20.43","15.97","3319"
"183217","occ","5118","","17868","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183221","occ","","","17869","Archaeohippus stenolophus","species","44222","","Archaeohippus stenolophus","species","48396","Hemingfordian","","20.43","15.97","3319"
"183224","occ","","","17870","Archaeohippus stenolophus","species","44222","","Archaeohippus stenolophus","species","48396","Hemingfordian","","20.43","15.97","3319"
"183225","occ","5121","","17870","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183229","occ","","","17871","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","2480"
"183235","occ","","","17872","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183296","occ","","","17881","Anchitherium sp.","genus","42987","","Anchitherium","genus","42987","Hemingfordian","","20.43","15.97","6241"
"183297","occ","","","17881","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Hemingfordian","","20.43","15.97","6204"
"183298","occ","","","17881","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","","20.43","15.97","6204"
"183299","occ","5135","","17881","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183307","occ","","","17884","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","3637"
"183308","occ","","","17885","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","3637"
"183313","occ","","","17886","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","3496"
"183324","occ","","","17889","Merychippus primus","species","48198","","Merychippus primus","species","92048","Late Hemingfordian","","20.43","15.97","1297"
"183361","occ","","","17895","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","","20.43","15.97","1583"
"183362","occ","33007","","17895","Acritohippus tertius","species","43727","","Acritohippus tertius","species","48219","Hemingfordian","","20.43","15.97","61275"
"183369","occ","33008","","17897","Acritohippus tertius","species","43727","","Acritohippus tertius","species","48219","Hemingfordian","","20.43","15.97","61275"
"183395","occ","5150","","17904","Hypohippus osborni","species","47227","","Hypohippus osborni","species","47227","Hemingfordian","","20.43","15.97","6294"
"183411","occ","","","17905","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Barstovian","","15.97","13.6","3175"
"183412","occ","","","17905","Merychippus insignis","species","48183","","Merychippus insignis","species","48183","Barstovian","","15.97","13.6","3176"
"183436","occ","5159","","17908","Parahippus cf. pawniensis","species","49846","","Parahippus pawniensis","species","49846","Hemingfordian","","20.43","15.97","6294"
"183437","occ","5160","","17908","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183438","occ","","","17908","Merychippus sphenodus","species","48212","recombined as","Cormohipparion sphenodus","species","47054","Hemingfordian","","20.43","15.97","3755"
"183439","occ","5161","","17908","Protohippus sejunctus","species","51034","recombined as","Merychippus sejunctus","species","51034","Hemingfordian","","20.43","15.97","6294"
"183440","occ","","","17908","Calippus sp.","genus","42990","","Calippus","genus","42990","Hemingfordian","","20.43","15.97","6198"
"183441","occ","","","17908","Hypohippus osborni","species","47227","","Hypohippus osborni","species","47227","Hemingfordian","","20.43","15.97","6198"
"183451","occ","5164","","17910","Equidae indet.","family","42984","","Equidae","family","42984","Early Hemingfordian","","20.43","15.97","6294"
"183497","occ","5183","","17912","Anchitherium clarencei","species","44052","","Anchitherium clarencei","species","44052","Hemingfordian","","20.43","15.97","4197"
"183498","occ","","","17912","Archaeohippus cf. blackbergi","species","44214","","Archaeohippus blackbergi","species","48710","Hemingfordian","","20.43","15.97","1789"
"183540","occ","5195","","17915","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Hemingfordian","","20.43","15.97","6294"
"183541","occ","","","17915","Hypohippus cf. pertinax","species","47229","","Hypohippus pertinax","species","47229","Hemingfordian","","20.43","15.97","1583"
"183542","occ","33009","","17915","Acritohippus tertius","species","43727","","Acritohippus tertius","species","48219","Hemingfordian","","20.43","15.97","61275"
"183543","occ","5197","","17915","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","","20.43","15.97","6294"
"183572","occ","","","17920","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183573","occ","5204","","17920","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Hemingfordian","","20.43","15.97","6241"
"183574","occ","","","17920","Merychippus primus","species","48198","","Merychippus primus","species","92048","Hemingfordian","","20.43","15.97","3175"
"183663","occ","","","17952","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183664","occ","","","17952","Merychippus primus","species","48198","","Merychippus primus","species","92048","Hemingfordian","","20.43","15.97","3175"
"183674","occ","","","17953","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Hemingfordian","","20.43","15.97","1185"
"183675","occ","5223","","17953","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183696","occ","5226","","17956","Hypohippus osborni","species","47227","","Hypohippus osborni","species","47227","Hemingfordian","","20.43","15.97","6294"
"183697","occ","","","17956","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"183702","occ","","","17957","Merychippus cf. insignis","species","48183","","Merychippus insignis","species","48183","Hemingfordian","","20.43","15.97","1185"
"183716","occ","","","17961","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183734","occ","5234","","17964","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183764","occ","","","17965","Anchitherium sp.","genus","42987","","Anchitherium","genus","42987","Hemingfordian","","20.43","15.97","4197"
"183765","occ","","","17965","Parahippus n. sp. pawniensis","species","49846","","Parahippus pawniensis","species","49846","Hemingfordian","","20.43","15.97","3703"
"183774","occ","","","17966","Parahippus aff. leonensis","species","49839","","Parahippus leonensis","species","49839","Early Hemingfordian","","20.43","15.97","1367"
"183775","occ","","","17966","Parahippus pawniensis","species","49846","","Parahippus pawniensis","species","49846","Early Hemingfordian","","20.43","15.97","1367"
"183778","occ","","","17967","Parahippus aff. leonensis","species","49839","","Parahippus leonensis","species","49839","Early Hemingfordian","","20.43","15.97","1367"
"183780","occ","5255","","17968","Parahippus sp.","genus","43016","","Parahippus","genus","43016","Hemingfordian","","20.43","15.97","2702"
"183781","occ","5256","","17968","Acritohippus tertius","species","43727","","Acritohippus tertius","species","48219","Hemingfordian","","20.43","15.97","6294"
"183782","occ","","","17968","Merychippus quintus","species","48203","","Merychippus quintus","species","51846","Hemingfordian","","20.43","15.97","3175"
"183787","occ","5259","","17970","Acritohippus cf. isonesus","species","43724","","Acritohippus isonesus","species","47040","Hemingfordian","","20.43","15.97","6294"
"183788","occ","5260","","17970","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","","20.43","15.97","6294"
"183799","occ","","","17972","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"183854","occ","","","17985","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"183858","occ","","","17986","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","","20.43","15.97","1583"
"183861","occ","","","17987","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183876","occ","","","17991","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Hemingfordian","","20.43","15.97","1583"
"183900","occ","","","18000","Archaeohippus penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183901","occ","","","18000","Merychippus primus","species","48198","","Merychippus primus","species","92048","Hemingfordian","","20.43","15.97","3175"
"183913","occ","","","18001","Archaeohippus n. sp. penultimus","species","44220","","Archaeohippus penultimus","species","44220","Hemingfordian","","20.43","15.97","3175"
"183914","occ","","","18001","Merychippus primus","species","48198","","Merychippus primus","species","92048","Hemingfordian","","20.43","15.97","3175"
"183924","occ","","","18002","Archaeohippus stenolophus","species","44222","","Archaeohippus stenolophus","species","48396","Hemingfordian","","20.43","15.97","3320"
"183925","occ","5295","","18002","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183926","occ","","","18002","Miohippus sp.","genus","43011","","Miohippus","genus","43011","Hemingfordian","","20.43","15.97","3320"
"183970","occ","5305","","18003","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6294"
"183971","occ","","","18003","Hypohippus cf. equinus","species","47224","","Hypohippus equinus","species","44058","Hemingfordian","","20.43","15.97","3180"
"183990","occ","","","18005","Equidae indet.","family","42984","","Equidae","family","42984","Hemingfordian","","20.43","15.97","6193"
"184004","occ","","","18011","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"184013","occ","","","18013","Parahippus aff. leonensis","species","49839","","Parahippus leonensis","species","49839","late Late Arikareean","","30.8","20.43","1367"
"184014","occ","","","18013","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","late Late Arikareean","","30.8","20.43","1367"
"184020","occ","","","18014","Parahippus aff. leonensis","species","49839","","Parahippus leonensis","species","49839","late Late Arikareean","","30.8","20.43","1367"
"184022","occ","10530","","18015","Parahippus aff. leonensis","species","49839","","Parahippus leonensis","species","49839","Early Hemingfordian","","20.43","15.97","1367"
"184026","occ","5315","","18018","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Hemingfordian","","20.43","15.97","6294"
"184027","occ","","","18018","Hypohippus equinus","species","47224","","Hypohippus equinus","species","44058","Hemingfordian","","20.43","15.97","3297"
"184032","occ","","","18019","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"184036","occ","","","18020","Desmatippus integer","species","45583","","Desmatippus integer","species","49838","Hemingfordian","","20.43","15.97","3175"
"184046","occ","5319","","18023","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"184079","occ","","","18027","Megahippus sp.","genus","43008","","Megahippus","genus","43008","Barstovian","","15.97","13.6","3510"
"184080","occ","","","18027","cf. Parahippus cognatus","species","49835","","Parahippus cognatus","species","44053","Barstovian","","15.97","13.6","3510"
