"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=catarrhini"
"Access Time","Fri 2017-02-03 06:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","catarrhini"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0433"
"Records Found","675"
"Records Returned","675"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"223593","occ","","","21607","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"223636","occ","","","21610","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"223651","occ","","","21613","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4730"
"223657","occ","","","21614","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4768"
"223677","occ","","","21617","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"223680","occ","","","21618","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"223681","occ","","","21618","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"223688","occ","","","21618","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4447"
"223700","occ","","","21620","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4769"
"223718","occ","","","21621","Homo cf. habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","4447"
"223746","occ","","","21625","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"223747","occ","","","21625","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"223748","occ","","","21625","Homo cf. habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","4486"
"223765","occ","","","21626","Homo sp.","genus","40901","","Homo","genus","40901","Gelasian","","2.588","1.806","5263"
"223770","occ","","","21626","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"223771","occ","","","21626","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","5263"
"223789","occ","","","21627","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"223790","occ","","","21627","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"223816","occ","","","21629","Hominidae indet.","family","40899","","Hominidae","family","40899","Late Pliocene","Calabrian","3.6","0.781","4486"
"223821","occ","","","21630","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4486"
"223840","occ","","","21632","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"223861","occ","","","21632","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4769"
"223862","occ","","","21632","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4769"
"223890","occ","","","21637","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4486"
"223907","occ","","","21640","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4447"
"223916","occ","","","21640","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Piacenzian","","3.6","2.588","4447"
"223919","occ","","","21641","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"223938","occ","","","21645","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"223947","occ","","","21647","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"223948","occ","","","21647","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"223951","occ","","","21648","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"223952","occ","","","21648","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"223956","occ","","","21649","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"223988","occ","","","21654","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4768"
"224014","occ","","","21657","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4769"
"224015","occ","","","21657","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"224027","occ","","","21658","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"224045","occ","","","21661","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"224048","occ","","","21661","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","5263"
"224055","occ","","","21662","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"224061","occ","","","21663","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"224090","occ","","","21668","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","5263"
"224101","occ","","","21669","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"224112","occ","","","21671","Homo sp.","genus","40901","","Homo","genus","40901","Gelasian","","2.588","1.806","4769"
"224118","occ","","","21671","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4769"
"224134","occ","","","21673","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"224135","occ","","","21673","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"224145","occ","","","21674","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4768"
"224147","occ","","","21675","Homo cf. habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","4447"
"224157","occ","","","21678","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"224172","occ","","","21681","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"224174","occ","","","21681","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"224187","occ","","","21682","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"224235","occ","","","21742","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4768"
"224261","occ","","","21746","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"224316","occ","10457","","21754","Australopithecus africanus","species","83066","","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","4447"
"224335","occ","","","21755","Hominidae indet.","family","40899","","Hominidae","family","40899","Pliocene","","5.333","2.588","9358"
"224349","occ","","","21756","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224351","occ","","","21757","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224357","occ","","","21758","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224359","occ","","","21759","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224360","occ","","","21760","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224361","occ","","","21761","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224363","occ","","","21762","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224366","occ","","","21763","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224369","occ","","","21764","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224371","occ","","","21765","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4849"
"224376","occ","","","21766","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224382","occ","","","21767","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224385","occ","","","21768","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224388","occ","","","21769","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224390","occ","","","21770","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224392","occ","","","21771","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224403","occ","","","21774","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224405","occ","","","21775","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224407","occ","","","21776","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4850"
"224409","occ","","","21777","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224410","occ","","","21778","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224411","occ","","","21779","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224421","occ","","","21781","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4849"
"224422","occ","","","21782","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224428","occ","","","21783","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4847"
"224438","occ","","","21784","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224445","occ","","","21785","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224469","occ","","","21788","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224513","occ","","","21791","Australopithecus africanus","species","83066","","Australopithecus africanus","species","83066","Pliocene","Calabrian","5.333","0.781","4867"
"224613","occ","","","21798","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224636","occ","","","21799","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224664","occ","","","21800","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4451"
"224686","occ","","","21801","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224774","occ","","","21806","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224796","occ","","","21807","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224851","occ","","","21811","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224871","occ","","","21812","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224943","occ","","","21819","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","4451"
"224977","occ","","","21822","Homo sp.","genus","40901","","Homo","genus","40901","Calabrian","","1.806","0.781","4867"
"225003","occ","","","21824","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","4896"
"225024","occ","","","21824","Hominidae indet.","family","40899","","Hominidae","family","40899","Early Pleistocene","","2.588","0.781","4896"
"225029","occ","","","21824","Australopithecus robustus","species","83069","","Australopithecus robustus","species","83069","Early Pleistocene","","2.588","0.781","4896"
"225092","occ","","","21825","Homo sp.","genus","40901","","Homo","genus","40901","Pleistocene","","2.588","0.0117","4892"
"225112","occ","","","21825","Hominidae indet.","family","40899","","Hominidae","family","40899","Pleistocene","","2.588","0.0117","4892"
"225123","occ","","","21825","Australopithecus robustus","species","83069","","Australopithecus robustus","species","83069","Pleistocene","","2.588","0.0117","4892"
"225175","occ","","","21826","Australopithecus robustus","species","83069","","Australopithecus robustus","species","83069","Pliocene","Pleistocene","5.333","0.0117","4868"
"225242","occ","","","21828","Hominidae indet.","family","40899","","Hominidae","family","40899","Pleistocene","","2.588","0.0117","4888"
"225249","occ","","","21828","Australopithecus robustus","species","83069","","Australopithecus robustus","species","83069","Pleistocene","","2.588","0.0117","4888"
"225311","occ","","","21829","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","4895"
"225350","occ","","","21830","Hominidae indet.","family","40899","","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4451"
"225371","occ","","","21831","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"225400","occ","","","21832","Hominidae indet.","family","40899","","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"225876","occ","","","21929","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","5238"
"226097","occ","","","21956","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","5255"
"226123","occ","","","21957","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5237"
"226257","occ","","","21963","Homo sp.","genus","40901","","Homo","genus","40901","Pleistocene","","2.588","0.0117","5266"
"226265","occ","","","21964","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"226266","occ","","","21964","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"226290","occ","","","21969","Homo habilis","species","83082","","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","5275"
"226310","occ","","","21970","Homo erectus","species","83084","","Homo erectus","species","83084","Calabrian","","1.806","0.781","5269"
"226330","occ","","","21973","Homo habilis","species","83082","","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","4954"
"226363","occ","","","21983","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4771"
"226371","occ","","","21985","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226403","occ","","","21989","cf. Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Pliocene","Calabrian","5.333","0.781","5281"
"226425","occ","","","21994","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4764"
"226431","occ","","","21995","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4764"
"226456","occ","","","21999","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4763"
"226478","occ","","","22003","Homo habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","4764"
"226502","occ","","","22008","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226526","occ","","","22012","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4774"
"226535","occ","","","22014","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"226549","occ","","","22015","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4763"
"226581","occ","","","22020","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4763"
"226583","occ","","","22020","Homo cf. habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","4763"
"226594","occ","","","22022","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226595","occ","","","22022","Australopithecus cf. boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4764"
"226665","occ","","","22039","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4776"
"226847","occ","","","22066","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5321"
"226894","occ","","","22068","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5320"
"226906","occ","","","22069","Ramapithecus wickeri","species","133678","subjective synonym of, species not entered","Sivapithecus","genus","40898","Serravallian","","13.82","11.62","5302"
"226908","occ","","","22069","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5302"
"226911","occ","","","22069","Limnopithecus legetet","species","40886","species not entered","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5302"
"226931","occ","","","22069","Proconsul vancouveringi","species","40895","species not entered","Proconsul","genus","40895","Serravallian","","13.82","11.62","5302"
"226935","occ","","","22069","Victoriapithecus leakeyi","species","40880","species not entered","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5302"
"226936","occ","","","22069","Victoriapithecus sp.","genus","40880","","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5302"
"226941","occ","","","22070","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5322"
"226944","occ","","","22070","Limnopithecus legetet","species","40886","species not entered","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5322"
"226950","occ","","","22070","Proconsul vancouveringi","species","40895","species not entered","Proconsul","genus","40895","Serravallian","","13.82","11.62","5322"
"226951","occ","","","22070","Victoriapithecus leakeyi","species","40880","species not entered","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5322"
"226952","occ","","","22070","Victoriapithecus sp.","genus","40880","","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5322"
"226959","occ","","","22070","Kenyapithecus wickeri","species","133716","","Kenyapithecus wickeri","species","133716","Serravallian","","13.82","11.62","5322"
"226960","occ","","","22070","Kenyapithecus africanus","species","100575","recombined as","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5322"
"226963","occ","","","22070","cf. Nyanzapithecus pickfordi","species","133711","species not entered","Nyanzapithecus","genus","133711","Serravallian","","13.82","11.62","5322"
"226976","occ","","","22071","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","4656"
"226985","occ","","","22071","Kenyapithecus africanus","species","100575","recombined as","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","4656"
"226994","occ","","","22071","Kenyapithecus sp.","genus","100574","","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","4656"
"226995","occ","","","22071","Kenyapithecus sp.","genus","100574","","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","4656"
"226997","occ","","","22071","Dryopithecus sp.","genus","40893","","Dryopithecus","genus","40893","Serravallian","","13.82","11.62","4656"
"227128","occ","","","22074","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5325"
"227177","occ","","","22078","Ramapithecus wickeri","species","133678","subjective synonym of, species not entered","Sivapithecus","genus","40898","Langhian","","15.97","13.82","5310"
"227179","occ","","","22078","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Langhian","","15.97","13.82","5310"
"227187","occ","","","22078","Victoriapithecus leakeyi","species","40880","species not entered","Victoriapithecus","genus","40880","Langhian","","15.97","13.82","5310"
"227188","occ","","","22078","Kenyapithecus africanus","species","100575","recombined as","Equatorius africanus","species","100573","Langhian","","15.97","13.82","5310"
"227193","occ","","","22079","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Langhian","","15.97","13.82","5308"
"227194","occ","","","22079","Victoriapithecus sp.","genus","40880","","Victoriapithecus","genus","40880","Langhian","","15.97","13.82","5308"
"227195","occ","","","22079","Nyanzapithecus pickfordi","species","133711","species not entered","Nyanzapithecus","genus","133711","Langhian","","15.97","13.82","5308"
"227196","occ","","","22080","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","4656"
"227198","occ","","","22081","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5306"
"227200","occ","","","22081","Limnopithecus legetet","species","40886","species not entered","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5306"
"227215","occ","","","22081","Victoriapithecus sp.","genus","40880","","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5306"
"227218","occ","","","22082","Victoriapithecus macinnesi","species","135923","","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5292"
"227224","occ","","","22082","Kenyapithecus africanus","species","100575","recombined as","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5292"
"227229","occ","","","22082","cf. Victoriapithecus sp.","genus","40880","","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5292"
"227232","occ","","","22082","cf. Kenyapithecus sp.","genus","100574","","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","5292"
"227233","occ","","","22082","Kenyapithecus cf. africanus","species","100575","recombined as","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5292"
"227247","occ","","","22086","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","5321"
"227252","occ","","","22087","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5321"
"227303","occ","","","22100","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pliocene","Holocene","5.333","0","5319"
"227365","occ","","","22113","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","5329"
"227422","occ","","","22134","Homo cf. sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5352"
"227511","occ","","","22174","Hominidae indet.","family","40899","","Hominidae","family","40899","Zanclean","Pleistocene","5.333","0.0117","5366"
"227515","occ","","","22178","Homo sp.","genus","40901","","Homo","genus","40901","Pliocene","Pleistocene","5.333","0.0117","5386"
"227563","occ","","","22210","Homo sp.","genus","40901","","Homo","genus","40901","Pliocene","Pleistocene","5.333","0.0117","5384"
"227695","occ","","","22234","Hominidae indet.","family","40899","","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4648"
"227701","occ","","","22234","Australopithecus anamensis","species","40900","species not entered","Australopithecus","genus","40900","Zanclean","Piacenzian","5.333","2.588","4648"
"227703","occ","","","22235","Hominidae indet.","family","40899","","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","8636"
"227706","occ","","","22236","Hominidae indet.","family","40899","","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","5448"
"227856","occ","","","22267","Homo sp.","genus","40901","","Homo","genus","40901","Messinian","Calabrian","7.246","0.781","5571"
"227857","occ","","","22267","Hominidae indet.","family","40899","","Hominidae","family","40899","Messinian","Calabrian","7.246","0.781","5571"
"227859","occ","","","22267","aff. Ardipithecus ramidus","species","83060","","Ardipithecus ramidus","species","83091","Messinian","Calabrian","7.246","0.781","5571"
"227867","occ","","","22269","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Pliocene","Calabrian","5.333","0.781","5574"
"227899","occ","","","22273","cf. Proconsul major","species","157734","","Proconsul major","species","157734","Langhian","","15.97","13.82","5452"
"227903","occ","","","22274","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Messinian","","7.246","5.333","5560"
"227906","occ","","","22276","Homo aff. erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","5576"
"227908","occ","","","22278","Australopithecus cf. afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5563"
"227922","occ","","","22286","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Serravallian","","13.82","11.62","5563"
"227923","occ","","","22286","Proconsul sp.","genus","40895","","Proconsul","genus","40895","Serravallian","","13.82","11.62","5563"
"227924","occ","","","22287","Hominidae indet.","family","40899","","Hominidae","family","40899","Serravallian","","13.82","11.62","5577"
"227925","occ","","","22287","Proconsul sp.","genus","40895","","Proconsul","genus","40895","Serravallian","","13.82","11.62","5577"
"227930","occ","","","22292","Hominidae indet.","family","40899","","Hominidae","family","40899","Serravallian","","13.82","11.62","5563"
"227931","occ","","","22292","Proconsul sp.","genus","40895","","Proconsul","genus","40895","Serravallian","","13.82","11.62","5563"
"227951","occ","","","22302","Homo erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","5584"
"227952","occ","","","22304","Kenyapithecus africanus","species","100575","recombined as","Equatorius africanus","species","100573","Langhian","Serravallian","15.97","11.62","5577"
"227957","occ","","","22305","Hominidae indet.","family","40899","","Hominidae","family","40899","Langhian","","15.97","13.82","5571"
"227958","occ","","","22305","Proconsul cf. major","species","157734","","Proconsul major","species","157734","Langhian","","15.97","13.82","5571"
"227959","occ","","","22305","Kalepithecus cf. songhorensis","species","143168","","Kalepithecus songhorensis","species","143166","Langhian","","15.97","13.82","5571"
"228009","occ","","","22321","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Pliocene","","5.333","2.588","5479"
"228052","occ","","","22331","Paranthropus robustus","species","83063","subjective synonym of, species not entered","Australopithecus","genus","40900","Pliocene","Pleistocene","5.333","0.0117","5600"
"228064","occ","","","22332","Australopithecus robustus","species","83069","","Australopithecus robustus","species","83069","Pliocene","Pleistocene","5.333","0.0117","5531"
"228085","occ","","","22333","Paranthropus robustus","species","83063","subjective synonym of, species not entered","Australopithecus","genus","40900","Pliocene","Pleistocene","5.333","0.0117","4884"
"228142","occ","","","22335","Homo erectus","species","83084","","Homo erectus","species","83084","Pliocene","Calabrian","5.333","0.781","4954"
"228293","occ","","","22338","Australopithecus cf. afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5549"
"228328","occ","","","22340","Australopithecus africanus","species","83066","","Australopithecus africanus","species","83066","Late Pliocene","","3.6","2.588","4932"
"228340","occ","","","22342","Homo erectus","species","83084","","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","4454"
"228414","occ","","","22347","Homo sp.","genus","40901","","Homo","genus","40901","Piacenzian","Gelasian","3.6","1.806","5550"
"228444","occ","","","22355","Hominidae indet.","family","40899","","Hominidae","family","40899","Pliocene","","5.333","2.588","5512"
"228447","occ","","","22355","Australopithecus africanus","species","83066","","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","5512"
