"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=catarrhini"
"Access Time","Fri 2017-02-03 06:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","catarrhini"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0433"
"Records Found","675"
"Records Returned","675"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"228867","occ","","","22466","Homo erectus","species","83084","","Homo erectus","species","83084","Calabrian","","1.806","0.781","5272"
"228877","occ","","","22470","Hominidae indet.","family","40899","","Hominidae","family","40899","Calabrian","","1.806","0.781","5615"
"228878","occ","","","22470","Australopithecus sp.","genus","40900","","Australopithecus","genus","40900","Calabrian","","1.806","0.781","5615"
"228934","occ","","","22499","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Calabrian","","1.806","0.781","5627"
"228952","occ","","","22556","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","Pleistocene","2.588","0.0117","5637"
"228974","occ","","","22559","Paranthropus boisei","species","83063","subjective synonym of, species not entered","Australopithecus","genus","40900","Pliocene","","5.333","2.588","5640"
"228976","occ","","","22563","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5624"
"228977","occ","","","22567","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5624"
"228984","occ","","","22581","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","Pleistocene","2.588","0.0117","5637"
"229012","occ","","","22596","Homo habilis","species","83082","","Homo habilis","species","83082","Gelasian","","2.588","1.806","5276"
"229045","occ","","","22596","Hominidae indet.","family","40899","","Hominidae","family","40899","Gelasian","","2.588","1.806","5276"
"229090","occ","","","22603","Hominidae indet.","family","40899","","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4451"
"229125","occ","","","22617","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","4468"
"229131","occ","","","22617","Homo habilis","species","83082","","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","4468"
"229133","occ","","","22618","Homo habilis","species","83082","","Homo habilis","species","83082","Calabrian","","1.806","0.781","5275"
"229145","occ","","","22621","Hominidae indet.","family","40899","","Hominidae","family","40899","Calabrian","","1.806","0.781","5652"
"229146","occ","","","22622","Homo sp.","genus","40901","","Homo","genus","40901","Calabrian","","1.806","0.781","5275"
"229147","occ","","","22622","Homo habilis","species","83082","","Homo habilis","species","83082","Calabrian","","1.806","0.781","5275"
"229148","occ","","","22622","Hominidae indet.","family","40899","","Hominidae","family","40899","Calabrian","","1.806","0.781","5275"
"229167","occ","","","22624","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","4732"
"292565","occ","22441","","27855","Proconsul n. sp. meswae","species","157731","","Proconsul meswae","species","157731","Chattian","","28.1","23.03","31207"
"292599","occ","","","27856","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","7625"
"292646","occ","","","27858","Proconsul major","species","157734","","Proconsul major","species","157734","Burdigalian","","20.44","15.97","7625"
"292648","occ","","","27858","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","7625"
"295388","occ","","","28292","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","MN 2","","22.4","20","7763"
"295823","occ","","","28318","n. gen. Samburupithecus n. sp. kiptalami","species","97192","","Samburupithecus kiptalami","species","97192","Tortonian","Late Miocene","11.62","5.333","7769"
"297056","occ","","","28441","Cercopithecoidea indet.","superfamily","40859","","Cercopithecoidea","superfamily","40859","Burdigalian","","20.44","15.97","7832"
"339232","occ","","","32050","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","4451"
"339569","occ","","","32059","Homo sapiens","species","83088","","Homo sapiens","species","83088","Middle Pleistocene","Late Pleistocene","0.781","0.0117","8611"
"340089","occ","","","32077","Homo habilis","species","83082","","Homo habilis","species","83082","Early Pleistocene","","2.588","0.781","10211"
"340098","occ","","","32080","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Early Pleistocene","","2.588","0.781","10211"
"340150","occ","","","32085","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Early Pleistocene","","2.588","0.781","10211"
"340530","occ","","","21396","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","8610"
"340894","occ","","","32144","Sivapithecus indicus","species","133688","","Sivapithecus indicus","species","133676","Late Miocene","","11.608","5.333","8656"
"341602","occ","","","32191","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","8672"
"360103","occ","","","22242","Hominidae indet.","family","40899","","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","8636"
"361608","occ","","","22239","Australopithecus cf. afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","8636"
"361911","occ","","","34287","Homo erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9013"
"362194","occ","","","34329","Homo erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9013"
"362255","occ","","","34332","Homo erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9024"
"362418","occ","","","34269","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","9011"
"364248","occ","","","34538","Pliopithecus (n. subgen. Plesiopliopithecus) n. sp. lockeri","species","40887","species not entered","Pliopithecus","genus","40887","Middle Miocene","","15.97","11.608","9118"
"368586","occ","","","34872","Homo antecessor","species","83085","","Homo antecessor","species","83085","Pleistocene","","2.588","0.0117","9350"
"369776","occ","","","34940","Hominidae indet.","family","40899","","Hominidae","family","40899","Pleistocene","","2.588","0.0117","9383"
"380394","occ","","","36016","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","9676"
"380813","occ","","","36134","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","9695"
"381255","occ","","","36208","Gigantopithecus indet.","genus","40894","","Gigantopithecus","genus","40894","Early Pleistocene","","2.588","0.781","9709"
"384545","occ","","","36587","Homo erectus","species","83084","","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9810"
"386017","occ","22507","","36819","Hylobatidae indet.","family","40889","","Hylobatidae","family","40889","Early Pleistocene","","2.588","0.781","29343"
"387455","occ","","","37024","Homo sp.","genus","40901","","Homo","genus","40901","Pleistocene","","2.588","0.0117","9913"
"387704","occ","","","37064","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","9935"
"388542","occ","","","22494","Homo erectus","species","83084","","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","9955"
"395168","occ","","","22491","Homo erectus","species","83084","","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","9955"
"395169","occ","","","22491","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","9955"
"395627","occ","","","38060","n. gen. Afropithecus n. sp. turkanensis","species","97222","","Afropithecus turkanensis","species","97222","Burdigalian","","20.44","15.97","10163"
"395641","occ","19260","","38060","n. gen. Turkanapithecus n. sp. kalakolensis","species","97226","","Turkanapithecus kalakolensis","species","97226","Burdigalian","","20.44","15.97","10164"
"395642","occ","","","38060","Hominoidea informal indet. B","superfamily","40883","obsolete variant of","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","10163"
"402761","occ","","","38649","Gigantopithecus sp.","genus","40894","","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","10365"
"404310","occ","","","21445","Australopithecus boisei","species","83068","","Australopithecus boisei","species","83068","Pliocene","Pleistocene","5.333","0.0117","8610"
"404311","occ","","","21503","Homo aff. erectus","species","83084","","Homo erectus","species","83084","Gelasian","","2.588","1.806","8610"
"404312","occ","","","21504","Homo sp.","genus","40901","","Homo","genus","40901","Gelasian","","2.588","1.806","8610"
"404524","occ","","","21485","Homo indet.","genus","40901","","Homo","genus","40901","Piacenzian","","3.6","2.588","8610"
"415353","occ","","","40229","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","10880"
"415361","occ","","","13293","Hylobates concolor","species","158843","recombined as","Nomascus concolor","species","158842","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415562","occ","11104","","11798","Ramapithecus sp.","genus","133678","subjective synonym of","Sivapithecus","genus","40898","Turolian","","8.7","5.333","10885"
"415563","occ","11105","","11798","Sivapithecus sp.","genus","40898","","Sivapithecus","genus","40898","Turolian","","8.7","5.333","10885"
"416067","occ","","","40341","Pongo sp.","genus","40897","","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","10880"
"416068","occ","22508","","40341","Hylobatidae indet.","family","40889","","Hylobatidae","family","40889","Middle Pleistocene","","0.781","0.126","29343"
"421583","occ","","","34911","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11044"
"434961","occ","","","42483","Dryopithecus n. sp. keiyuanensis","species","40893","species not entered","Dryopithecus","genus","40893","Miocene","","23.03","5.333","11305"
"435250","occ","21490","","42539","Pliopithecus n. sp. zhanxiangi","species","143189","","Pliopithecus zhanxiangi","species","143189","Serravallian","","13.82","11.62","29415"
"435526","occ","","","42588","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","11342"
"435576","occ","","","42596","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","11342"
"439022","occ","","","42866","Homo sapiens","species","83088","","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","11378"
"442357","occ","","","43400","n. gen. Dionysopithecus n. sp. shuangouensis","species","143131","","Dionysopithecus shuangouensis","species","143131","Burdigalian","","20.44","15.97","11443"
"442358","occ","","","43400","n. gen. Platodontopithecus n. sp. jianghuaiensis","species","143136","","Platodontopithecus jianghuaiensis","species","143136","Burdigalian","","20.44","15.97","11443"
"442359","occ","","","43400","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","11443"
"442717","occ","","","43631","Homo neanderthalensis","species","83087","","Homo neanderthalensis","species","83087","Late Pleistocene","","0.126","0.0117","11457"
"443753","occ","","","43704","Homo erectus","species","83084","","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","11465"
"452307","occ","","","44219","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452308","occ","","","44220","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452309","occ","","","44221","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452310","occ","","","44222","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452311","occ","","","44223","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452312","occ","","","44224","Laccopithecus robustus","species","58366","","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"457426","occ","","","43020","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"457447","occ","","","45085","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"457468","occ","","","45065","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"462149","occ","","","44977","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","MN 5","","15.97","13.65","11994"
"466704","occ","","","46277","Pliopithecus cf. antiquus","species","64158","","Pliopithecus antiquus","species","143188","MN 7 + 8","","12.75","11.1","12335"
"472509","occ","","","46955","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","MN 5","","15.97","13.65","12472"
"472510","occ","","","46955","Pliopithecidae indet.","family","40884","","Pliopithecidae","family","40884","MN 5","","15.97","13.65","12472"
"486347","occ","","","48666","Sivapithecus punjabicus","species","133710","","Sivapithecus punjabicus","species","133677","Middle Miocene","","15.97","11.608","12990"
"497113","occ","","","50199","Homo heidelbergensis","species","83086","","Homo heidelbergensis","species","83086","Middle Pleistocene","","0.781","0.126","9643"
"502564","occ","","","51100","Pongo sp.","genus","40897","","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","13623"
"502565","occ","","","51100","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","13623"
"502606","occ","","","11797","Sivapithecus indicus","species","133688","","Sivapithecus indicus","species","133676","MN 6","MN 7 + 8","13.65","11.1","13624"
"502607","occ","","","11797","Sivapithecus sivalensis","species","133691","nomen dubium","Sivapithecus","genus","40898","MN 6","MN 7 + 8","13.65","11.1","13624"
"502608","occ","","","11797","Sivapithecus simonsi","species","40898","species not entered","Sivapithecus","genus","40898","MN 6","MN 7 + 8","13.65","11.1","13624"
"504054","occ","","","51188","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","13638"
"504071","occ","","","51190","cf. Kenyapithecus sp.","genus","100574","","Kenyapithecus","genus","100574","Burdigalian","","20.44","15.97","13638"
"536657","occ","","","55533","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","36257"
"565618","occ","","","59150","Homo neandertalensis","species","40901","species not entered","Homo","genus","40901","Holocene","","0.0117","0","16894"
"570374","occ","","","59839","Hominidae indet.","family","40899","","Hominidae","family","40899","Messinian","","7.246","5.333","17171"
"570375","occ","","","59839","n. gen. Sahelanthropus n. sp. tchadensis","species","77368","","Sahelanthropus tchadensis","species","77368","Messinian","","7.246","5.333","17173"
"583570","occ","","","21695","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","17685"
"623877","occ","","","67172","n. gen. Khoratpithecus n. sp. piriyai","species","89269","","Khoratpithecus piriyai","species","89269","Late Miocene","","11.608","5.333","24291"
"627297","occ","","","67660","Homo erectus","species","83084","","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","19319"
"632258","occ","","","68020","Homo erectus","species","83084","","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","19464"
"632375","occ","","","68055","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632376","occ","","","68056","Homo floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632378","occ","","","68058","cf. Homo floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632443","occ","","","68063","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632444","occ","","","68064","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632445","occ","","","68066","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632446","occ","","","68067","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632447","occ","","","68068","n. gen. Homo n. sp. floresiensis","species","91487","subjective synonym of","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632449","occ","","","68059","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","19537"
"632456","occ","","","68070","Homo sapiens","species","83088","","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","19545"
"636417","occ","","","68474","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19718"
"640568","occ","","","69088","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","19923"
"645286","occ","","","69711","Pliopithecus vindobonensis","species","143183","","Pliopithecus vindobonensis","species","143183","MN 6","","13.65","12.75","23390"
"645346","occ","","","69712","Griphopithecus suessi","species","133717","species not entered","Griphopithecus","genus","133717","MN 6","MN 7 + 8","13.65","11.1","23390"
"645347","occ","","","69712","Pliopithecus antiquus","species","64158","","Pliopithecus antiquus","species","143188","MN 6","MN 7 + 8","13.65","11.1","23390"
"654949","occ","","","70705","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","19694"
"655351","occ","","","70721","Australopithecus afarensis","species","83055","subjective synonym of","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","23725"
"655355","occ","","","70705","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","19694"
"655632","occ","","","12950","Propliopithecus n. sp. ankeli","species","97187","","Propliopithecus ankeli","species","97187","Rupelian","","33.9","28.1","23738"
"655658","occ","26243","","70808","Noropithecus bulukensis","species","208981","","Noropithecus bulukensis","species","208981","Early Miocene","","23.03","15.97","38826"
"655660","occ","","","70808","cf. Kenyapithecus walkeri","species","100574","species not entered","Kenyapithecus","genus","100574","Early Miocene","","23.03","15.97","23745"
"655661","occ","19261","","70808","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Early Miocene","","23.03","15.97","10163"
"656679","occ","","","70907","Australopithecus garhi","species","40900","species not entered","Australopithecus","genus","40900","Pliocene","","5.333","2.588","23775"
"656690","occ","","","22160","Australopithecus n. sp. ramidus","species","83091","recombined as","Ardipithecus ramidus","species","83091","Zanclean","","5.333","3.6","5354"
"656691","occ","","","22139","Ardipithecus kadabba","species","83059","species not entered","Ardipithecus","genus","83059","Tortonian","Zanclean","11.62","3.6","23608"
"659096","occ","","","71071","Australopithecus africanus","species","83066","","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","5213"
"659445","occ","","","71105","Pliopithecus sp.","genus","40887","","Pliopithecus","genus","40887","MN 6","","13.65","12.75","23812"
"662048","occ","","","71328","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","24000"
"662055","occ","","","71329","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","24000"
"664411","occ","","","71580","cf. Lufengpithecus n. sp. chiangmuanensis","species","99037","","Lufengpithecus chiangmuanensis","species","99037","MN 7 + 8","MN 9","12.75","9.7","24182"
"667160","occ","","","68547","Sivapithecus darwini","species","40898","species not entered","Sivapithecus","genus","40898","MN 5","","15.97","13.65","24292"
"667161","occ","","","68547","Ramapithecus wickeri","species","133678","subjective synonym of, species not entered","Sivapithecus","genus","40898","MN 5","","15.97","13.65","24292"
"667820","occ","","","12954","n. gen. Aegyptopithecus n. sp. zeuxis","species","100577","","Aegyptopithecus zeuxis","species","100577","Rupelian","","33.9","28.1","24335"
"667821","occ","","","12954","n. gen. Aeolopithecus n. sp. chirobates","species","100578","recombined as","Propliopithecus chirobates","species","100578","Rupelian","","33.9","28.1","24335"
"667825","occ","","","71943","Propliopithecus cf. haeckeli","species","100582","","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","24335"
"667826","occ","","","71943","Propliopithecus sp.","genus","40888","","Propliopithecus","genus","40888","Rupelian","","33.9","28.1","24335"
"691228","occ","","","74474","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","1326"
"691767","occ","","","74511","Homo erectus","species","83084","","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","25014"
"691768","occ","","","74512","Homo habilis","species","83082","","Homo habilis","species","83082","Early Pleistocene","","2.588","0.781","25014"
"699358","occ","19645","","56733","Homo n. sp. georgicus","species","108454","","Homo georgicus","species","108454","Early Pleistocene","","2.588","0.781","25343"
"699384","occ","","","75087","n. gen. Udabnopithecus n. sp. garedziensis","species","108767","","Udabnopithecus garedziensis","species","108767","MN 11","","8.7","7.75","24838"
"706252","occ","","","60268","Oreopithecus sp.","genus","40882","","Oreopithecus","genus","40882","MN 9","","11.1","9.7","24838"
"742618","occ","","","53970","n. gen. Prohylobates n. sp. tandyi","species","100579","","Prohylobates tandyi","species","100579","MN 4","","16.9","15.97","26934"
"748898","occ","","","53970","Dryopithecus ? n. sp. mogharensis","species","120903","","Dryopithecus mogharensis","species","120903","MN 4","","16.9","15.97","26934"
"774119","occ","","","83069","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","27902"
"774126","occ","","","83072","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","27902"
"776486","occ","","","83303","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","27974"
"776510","occ","","","83304","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","27974"
"779646","occ","","","83629","Afropithecus turkanensis","species","97222","","Afropithecus turkanensis","species","97222","Burdigalian","","20.44","15.97","28050"
"786143","occ","","","84800","Proconsul n. sp. heseloni","species","157735","","Proconsul heseloni","species","157735","Burdigalian","","20.44","15.97","28456"
"786307","occ","","","28293","Prohylobates macinnesi","species","135924","recombined as","Victoriapithecus macinnesi","species","135923","MN 2","","22.4","20","28475"
"786308","occ","","","28293","Ugandapithecus sp.","genus","135927","subjective synonym of","Proconsul","genus","40895","MN 2","","22.4","20","28475"
"786309","occ","","","28293","n. gen. Kogolepithecus n. sp. morotoensis","species","135926","","Kogolepithecus morotoensis","species","135926","MN 2","","22.4","20","28475"
"786310","occ","","","28293","Afropithecus turkanensis","species","97222","","Afropithecus turkanensis","species","97222","MN 2","","22.4","20","28475"
"802771","occ","","","28441","n. gen. Lomorupithecus n. sp. harrisoni","species","143152","","Lomorupithecus harrisoni","species","143152","Burdigalian","","20.44","15.97","29411"
"802821","occ","","","87341","Limnopithecus evansi","species","40886","species not entered","Limnopithecus","genus","40886","Burdigalian","","20.44","15.97","29413"
"802822","occ","","","87341","Kalepithecus songhorensis","species","143168","","Kalepithecus songhorensis","species","143166","Burdigalian","","20.44","15.97","29413"
"802823","occ","","","87341","Proconsul major","species","157734","","Proconsul major","species","157734","Burdigalian","","20.44","15.97","29413"
"808165","occ","","","88348","n. gen. Propliopithecus n. sp. haeckeli","species","100582","","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","29671"
"808166","occ","","","88348","n. gen. Moeripithecus n. sp. markgrafi","species","145160","subjective synonym of","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","29671"
"819519","occ","","","90070","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","30193"
"832280","occ","","","92148","n. gen. Chororapithecus n. sp. abyssinicus","species","156663","","Chororapithecus abyssinicus","species","156663","MN 9","","11.1","9.7","31040"
"833083","occ","","","92422","Oreopithecus bambolii","species","40882","species not entered","Oreopithecus","genus","40882","Turolian","","8.7","5.333","31155"
"833095","occ","","","92423","Oreopithecus ? sp.","genus","40882","","Oreopithecus","genus","40882","Turolian","","8.7","5.333","31155"
"833811","occ","","","92640","n. gen. Pierolapithecus n. sp. catalaunicus","species","157889","","Pierolapithecus catalaunicus","species","157889","MN 7 + 8","","12.75","11.1","31215"
"835681","occ","","","92781","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","31293"
"835682","occ","","","92781","Gigantopithecus blacki","species","40894","species not entered","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","31293"
"835683","occ","","","92781","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Middle Pleistocene","","0.781","0.126","31293"
"835684","occ","","","92781","Pongo sp.","genus","40897","","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","31293"
"835685","occ","","","92781","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Middle Pleistocene","","0.781","0.126","31293"
"835686","occ","","","92781","Hylobates cf. concolor","species","158843","recombined as","Nomascus concolor","species","158842","Middle Pleistocene","","0.781","0.126","31293"
"835950","occ","","","92786","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","31306"
"835986","occ","","","92787","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31309"
"835991","occ","22509","","92787","Hylobatidae indet.","family","40889","","Hylobatidae","family","40889","Late Pleistocene","","0.126","0.0117","29343"
"837527","occ","","","92904","Oreopithecus sp.","genus","40882","","Oreopithecus","genus","40882","Tortonian","","11.62","7.246","31363"
"839044","occ","","","93141","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31472"
"842444","occ","","","93520","Homo ? erectus","species","83084","","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842460","occ","","","93521","Homo erectus","species","83084","","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842481","occ","","","93522","Homo erectus","species","83084","","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842494","occ","","","93523","Homo erectus","species","83084","","Homo erectus","species","83084","Late Pleistocene","","0.126","0.0117","31625"
"842507","occ","","","93524","Hylobates syndactylus","species","231501","recombined as","Symphalangus syndactylus","species","231500","Late Pleistocene","","0.126","0.0117","31625"
"842508","occ","","","93524","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","31625"
"842509","occ","","","93524","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31625"
"842668","occ","","","93537","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31654"
"843025","occ","","","93597","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31713"
"850961","occ","22959","","21722","n. gen. Morotopithecus n. sp. bishopi","species","164184","","Morotopithecus bishopi","species","164184","MN 2","","22.4","20","32208"
"856590","occ","","","95150","Australopithecus n. sp. sediba","species","165364","","Australopithecus sediba","species","165364","Late Pliocene","","3.6","2.588","32406"
"874989","occ","","","96973","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","33119"
"876608","occ","","","97221","n. gen. Saadanius n. sp. hijazensis","species","169688","","Saadanius hijazensis","species","169688","Oligocene","","33.9","23.03","33160"
"895997","occ","","","12968","n. gen. Oligopithecus n. sp. savagei","species","172415","","Oligopithecus savagei","species","172415","Rupelian","","33.9","28.1","34163"
"936227","occ","","","107995","Pongo hooijeri","species","183260","","Pongo hooijeri","species","183260","Middle Pleistocene","","0.781","0.126","35877"
"936230","occ","","","107996","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936231","occ","","","107996","Hominoidea indet.","superfamily","40883","","Hominoidea","superfamily","40883","Late Pleistocene","","0.126","0.0117","35877"
"936233","occ","","","107997","Hylobates sp.","genus","40891","","Hylobates","genus","40891","Late Pleistocene","","0.126","0.0117","35877"
"936234","occ","","","107997","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936235","occ","","","107997","Homo sp.","genus","40901","","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","35877"
